,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
,日盈电子,603286,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,紫光股份,000938,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,锦盛新材,300849,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,移为通信,300590,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宝丰能源,600989,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,重庆水务,601158,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,同有科技,300302,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,安奈儿,002875,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,康恩贝,600572,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中航沈飞,600760,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,渝农商行,601077,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,英威腾,002334,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国联通,600050,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,工商银行,601398,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华泰股份,600308,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,恒泰艾普,300157,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,湖北广电,000665,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,通鼎互联,002491,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,云天化,600096,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,深天马A,000050,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国高科,600730,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,恒为科技,603496,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,外高B股,900912,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东方创业,600278,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,北京银行,601169,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中兴通讯,000063,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,S佳通,600182,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华自科技,300490,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,理工环科,002322,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三夫户外,002780,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,海默科技,300084,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,康龙化成,300759,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,天津磁卡,600800,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金智科技,002090,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中航光电,002179,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,四通股份,603838,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金龙机电,300032,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中航资本,600705,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,古井贡B,200596,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金禾实业,002597,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,万集科技,300552,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,德宏股份,603701,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,海油工程,600583,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东信B股,900941,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,深圳机场,000089,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鹭燕医药,002788,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,贵州百灵,002424,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,四川路桥,600039,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,博迈科,603727,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华达科技,603358,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,铁流股份,603926,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,神力股份,603819,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,ST沪科,600608,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,泰尔股份,002347,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,裕同科技,002831,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,京基智农,000048,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,美的集团,000333,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新金路,000510,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,青岛双星,000599,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,建发股份,600153,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中国核电,601985,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,好莱客,603898,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST海陆,002255,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,江阴银行,002807,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国石油,601857,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,道氏技术,300409,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,凤凰B股,900916,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,紫光国微,002049,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,诚邦股份,603316,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,上海银行,601229,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,轴研科技,002046,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,会稽山,601579,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,捷安高科,300845,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,紫金银行,601860,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,ST地矿,000409,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,南京聚隆,300644,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,昊华能源,601101,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中视传媒,600088,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,京威股份,002662,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中体产业,600158,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,顺利办,000606,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,晋西车轴,600495,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,福能股份,600483,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新联电子,002546,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,智慧能源,600869,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,开开实业,600272,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天沃科技,002564,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,重庆港九,600279,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,维维股份,600300,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华阳国际,002949,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,*ST亚振,603389,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金一文化,002721,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,创业慧康,300451,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,现代投资,000900,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三人行,605168,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,广日股份,600894,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中公高科,603860,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,迈瑞医疗,300760,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,*ST大洲,000571,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,百隆东方,601339,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,山西路桥,000755,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,国瓷材料,300285,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东尼电子,603595,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST时万,600241,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,立讯精密,002475,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,久远银海,002777,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鲁泰A,000726,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新能泰山,000720,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,爱柯迪,600933,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,安琪酵母,600298,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,星徽精密,300464,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,今创集团,603680,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,省广集团,002400,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,深华发B,200020,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,盛和资源,600392,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,龙蟒佰利,002601,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,甘肃电投,000791,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,羚锐制药,600285,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,景兴纸业,002067,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中原高速,600020,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,本钢板材,000761,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,恒林股份,603661,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,通化东宝,600867,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,赛象科技,002337,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,富春环保,002479,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中京电子,002579,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,西部创业,000557,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,吉贝尔,688566,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,广电电气,601616,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,西麦食品,002956,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中原环保,000544,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,通宝能源,600780,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,三钢闽光,002110,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,大千生态,603955,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,五矿发展,600058,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,致远互联,688369,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,龙头股份,600630,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中国银行,601988,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,光洋股份,002708,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,飞亚达B,200026,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,科恒股份,300340,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,惠天热电,000692,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,深纺织B,200045,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,瑞凌股份,300154,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,纵横通信,603602,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,轻纺城,600790,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,聚飞光电,300303,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上工申贝,600843,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,陕天然气,002267,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新疆天业,600075,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,浦东建设,600284,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天地科技,600582,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,浦发银行,600000,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金隅集团,601992,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,英杰电气,300820,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华菱精工,603356,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,梅雁吉祥,600868,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,上海建工,600170,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,腾信股份,300392,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鼎龙股份,300054,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,千金药业,600479,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金卡智能,300349,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,麦克奥迪,300341,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,泰瑞机器,603289,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST江泉,600212,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,江苏吴中,600200,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,三力士,002224,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,健帆生物,300529,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,ST远程,002692,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国铝业,601600,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,健友股份,603707,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,楚天高速,600035,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天齐锂业,002466,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,江西铜业,600362,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南纺股份,600250,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东湖高新,600133,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,宇晶股份,002943,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,广州发展,600098,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,耐普矿机,300818,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,德艺文创,300640,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,永吉股份,603058,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,城投控股,600649,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,二三四五,002195,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,ST明科,600091,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,道通科技,688208,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,御银股份,002177,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,科力尔,002892,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,联化科技,002250,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,城建发展,600266,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,光威复材,300699,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,江苏舜天,600287,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,龙宇燃油,603003,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新宏泽,002836,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,顺发恒业,000631,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,古井贡酒,000596,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,高新发展,000628,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,力生制药,002393,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宏达高科,002144,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,溢多利,300381,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金陵饭店,601007,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,国海证券,000750,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,ST云网,002306,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中海达,300177,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,张裕A,000869,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,恩捷股份,002812,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,明泰铝业,601677,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,德恩精工,300780,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,百川能源,600681,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,绿城水务,601368,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,恒力石化,600346,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,晨鸣B,200488,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,航天科技,000901,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,秦川物联,688528,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,云铝股份,000807,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鞍钢股份,000898,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,恒铭达,002947,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宝莫股份,002476,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,申通地铁,600834,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,招商南油,601975,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,交运股份,600676,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,建投能源,000600,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国人寿,601628,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,超华科技,002288,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,深赛格B,200058,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,津滨发展,000897,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三丰智能,300276,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,合力泰,002217,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,口子窖,603589,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,垒知集团,002398,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,艾格拉斯,002619,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中信银行,601998,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,菲达环保,600526,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,安源煤业,600397,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,格力电器,000651,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三维工程,002469,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,萃华珠宝,002731,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,蓝盾股份,300297,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新乳业,002946,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,卧龙电驱,600580,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,双象股份,002395,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,智度股份,000676,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,杭州高新,300478,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华平股份,300074,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,云图控股,002539,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中盐化工,600328,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,美凯龙,601828,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新诺威,300765,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,百川股份,002455,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,远大控股,000626,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,值得买,300785,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,机电B股,900925,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中科软,603927,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,高能环境,603588,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东方航空,600115,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,阿尔特,300825,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,丸美股份,603983,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华银电力,600744,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,人民同泰,600829,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,万邦达,300055,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华西能源,002630,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东诚药业,002675,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,星帅尔,002860,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新宏泰,603016,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中储股份,600787,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天药股份,600488,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东华科技,002140,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,安正时尚,603839,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南京医药,600713,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,湘潭电化,002125,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,通化金马,000766,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,千红制药,002550,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,天健集团,000090,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,川润股份,002272,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中色股份,000758,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华金资本,000532,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,汉森制药,002412,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,柯力传感,603662,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,香飘飘,603711,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,北大医药,000788,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华熙生物,688363,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,沃森生物,300142,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,普邦股份,002663,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,达意隆,002209,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,南玻B,200012,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,力盛赛车,002858,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,天铁股份,300587,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,兰石重装,603169,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,立霸股份,603519,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,两面针,600249,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新易盛,300502,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,开普云,688228,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华力创通,300045,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三利谱,002876,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华辰装备,300809,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,创业黑马,300688,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三友医疗,688085,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,工业富联,601138,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,莎普爱思,603168,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,太极股份,002368,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,泰胜风能,300129,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,高鸿股份,000851,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,长白山,603099,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,神宇股份,300563,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,思源电气,002028,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,凯发电气,300407,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,盛天网络,300494,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,淮河能源,600575,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,开立医疗,300633,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,日月股份,603218,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,深高速,600548,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,山东章鼓,002598,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,昂立教育,600661,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,庄园牧场,002910,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国医药,600056,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,广晟有色,600259,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南京港,002040,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,蓝思科技,300433,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上汽集团,600104,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,奥赛康,002755,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,河钢股份,000709,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,川大智胜,002253,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东宝生物,300239,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宏川智慧,002930,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,安阳钢铁,600569,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,鲁泰B,200726,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,爱朋医疗,300753,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,国电电力,600795,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华微电子,600360,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,海澜之家,600398,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,精测电子,300567,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,南都电源,300068,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,汇丽B,900939,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,闽东电力,000993,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,科创新源,300731,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,睿创微纳,688002,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天泽信息,300209,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,爱普股份,603020,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,TCL科技,000100,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华数传媒,000156,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,长荣股份,300195,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,桃李面包,603866,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中华企业,600675,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,大连港,601880,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,传化智联,002010,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,济川药业,600566,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,杭州银行,600926,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华联股份,000882,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,长江通信,600345,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,博天环境,603603,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,巨轮智能,002031,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,伟星股份,002003,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,博汇科技,688004,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,和晶科技,300279,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新凤鸣,603225,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新坐标,603040,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东方集团,600811,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,爱迪尔,002740,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,川投能源,600674,SH,-,-,-,-,-,-,SH,-,-,-,-,-
