,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
,海泰发展,600082,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,西藏旅游,600749,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,乐普医疗,300003,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,万达信息,300168,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宁波高发,603788,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,航天电子,600879,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,神奇制药,600613,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,特一药业,002728,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,广东鸿图,002101,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,森霸传感,300701,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中科曙光,603019,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新华网,603888,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,立华股份,300761,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,海科B,900938,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,贵广网络,600996,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南微医学,688029,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金证股份,600446,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,宇瞳光学,300790,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,奇安信-U,688561,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,电声股份,300805,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,惠程科技,002168,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,领益智造,002600,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,广东甘化,000576,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,振芯科技,300101,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,梅轮电梯,603321,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,粤电力A,000539,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,骆驼股份,601311,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中煤能源,601898,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,正泰电器,601877,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,大连重工,002204,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,曲江文旅,600706,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,长飞光纤,601869,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST飞乐,600651,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,海能实业,300787,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,新钢股份,600782,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,康隆达,603665,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,大名城B,900940,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,长鹰信质,002664,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,山东海化,000822,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,科斯伍德,300192,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中联重科,000157,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金科环境,688466,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,迪安诊断,300244,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上机数控,603185,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,朗进科技,300594,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,掌阅科技,603533,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,信维通信,300136,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中山公用,000685,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,名臣健康,002919,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华润双鹤,600062,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,今世缘,603369,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,凯利泰,300326,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,维业股份,300621,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,浙大网新,600797,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,大连圣亚,600593,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,宝鹰股份,002047,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,西部矿业,601168,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,莱茵生物,002166,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,锡业股份,000960,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,经纬纺机,000666,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,国网信通,600131,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,山西焦化,600740,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,欣旺达,300207,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,埃斯顿,002747,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,当升科技,300073,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,浙江龙盛,600352,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,莱宝高科,002106,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,佳都科技,600728,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,高德红外,002414,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,生意宝,002095,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国天楹,000035,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,广信材料,300537,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鱼跃医疗,002223,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,现代制药,600420,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华锦股份,000059,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,豫光金铅,600531,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,纽威股份,603699,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,江海股份,002484,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东方电子,000682,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,威孚高科,000581,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,兴蓉环境,000598,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,科大讯飞,002230,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,燕塘乳业,002732,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,浙富控股,002266,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,森远股份,300210,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,辰欣药业,603367,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,格尔软件,603232,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,双杰电气,300444,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,西藏药业,600211,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,姚记科技,002605,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,启明星辰,002439,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,普丽盛,300442,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,太极实业,600667,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,东百集团,600693,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华软科技,002453,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,森源电气,002358,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,世纪瑞尔,300150,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,文化长城,300089,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上海电气,601727,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,天坛生物,600161,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,甘咨询,000779,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,保龄宝,002286,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,南玻A,000012,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,浩云科技,300448,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,号百控股,600640,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,史丹利,002588,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,锦和商业,603682,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,神思电子,300479,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,安必平,688393,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金刚玻璃,300093,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金鹰股份,600232,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,德赛电池,000049,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,隧道股份,600820,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,贵州燃气,600903,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,ST罗普,002333,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,寿仙谷,603896,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,海思科,002653,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鸿合科技,002955,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,清新环境,002573,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,兴业股份,603928,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,永鼎股份,600105,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,思瑞浦,688536,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,招商轮船,601872,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,平煤股份,601666,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南都物业,603506,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,洽洽食品,002557,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上海机场,600009,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,惠发食品,603536,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中设集团,603018,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,山航B,200152,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,邦讯技术,300312,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,三聚环保,300072,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,峨眉山A,000888,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东方通信,600776,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,建设银行,601939,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,金达威,002626,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,海达股份,300320,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,友讯达,300514,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,潞安环能,601699,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,康缘药业,600557,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,银邦股份,300337,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,星网宇达,002829,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,汉钟精机,002158,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,汉商集团,600774,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,苏威孚B,200581,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,苏泊尔,002032,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,乐凯胶片,600135,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,国际医学,000516,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,美利云,000815,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,众生药业,002317,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中旗股份,300575,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,ST景谷,600265,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,中国人保,601319,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,鲁北化工,600727,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,朗源股份,300175,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,光华科技,002741,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中航重机,600765,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST藏格,000408,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,云南能投,002053,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中信出版,300788,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,锐奇股份,300126,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,深南电A,000037,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,银座股份,600858,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,重庆百货,600729,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,黑牡丹,600510,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,长青股份,002391,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东南网架,002135,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,汇顶科技,603160,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,启迪环境,000826,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,航天信息,600271,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,飞亚达,000026,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,四创电子,600990,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,浙江鼎力,603338,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,上海能源,600508,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华宏科技,002645,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,恒信东方,300081,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,特变电工,600089,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,万马科技,300698,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,传艺科技,002866,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,芯瑞达,002983,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中宠股份,002891,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,依顿电子,603328,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,鲍斯股份,300441,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中铁工业,600528,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,宝莱特,300246,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,鞍重股份,002667,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,浙江美大,002677,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,四方科技,603339,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,宁沪高速,600377,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,润都股份,002923,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,百傲化学,603360,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,瑞鹄模具,002997,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,皖天然气,603689,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,华立股份,603038,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,第一医药,600833,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,康普顿,603798,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,今天国际,300532,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,上海环境,601200,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,海格通信,002465,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,财富趋势,688318,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,恒久科技,002808,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,真视通,002771,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,南天信息,000948,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,喜临门,603008,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,兴图新科,688081,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,锐明技术,002970,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中直股份,600038,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,歌力思,603808,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,绿康生化,002868,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,钧达股份,002865,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,塞力斯,603716,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,梦网集团,002123,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,华致酒行,300755,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,先达股份,603086,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,四通新材,300428,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金发科技,600143,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,博思软件,300525,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,常青股份,603768,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,江航装备,688586,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,佳力图,603912,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,锦江B股,900934,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,葵花药业,002737,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,复洁环保,688335,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,能科股份,603859,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,川金诺,300505,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,韵达股份,002120,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,国检集团,603060,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,地素时尚,603587,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,傲农生物,603363,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,奥士康,002913,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东阿阿胶,000423,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宇新股份,002986,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,盈康生命,300143,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,大立科技,002214,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,豪能股份,603809,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,豪迈科技,002595,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,金银河,300619,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,日辰股份,603755,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,信立泰,002294,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,神工股份,688233,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,深南电路,002916,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,北摩高科,002985,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,国药一致,000028,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,20陕西36,171395,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西38,171397,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西33,171392,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西21,171380,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20甘肃16,171362,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20福建22,171365,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20甘肃15,171361,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20青岛13,171310,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20海南17,171305,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20北京15,171345,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20厦门09,171332,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20厦门10,171333,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20厦门07,171330,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20宁夏12,171329,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20山东39,171323,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20山东33,171317,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20青岛19,171316,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20龙江17,171426,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20安徽13,171406,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西44,171403,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北47,171476,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北42,171467,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20龙江26,171463,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20辽宁18,171459,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20云南24,171450,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北36,171438,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北52,171497,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北50,171495,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西50,171514,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广西27,171236,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20山西12,171217,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳57,171208,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20大连03,171213,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳49,171200,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳55,171206,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20新疆22,171273,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20新疆20,171271,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20河南26,171262,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20河南25,171261,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州29,171250,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州27,171248,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州26,171247,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州17,171238,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广西28,171237,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西50,171514,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20江西21,171295,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20海南09,171297,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20江西14,171288,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20大连03,171213,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳49,171200,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳55,171206,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东35,171134,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20宁夏08,171124,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳47,171198,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳29,171180,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20吉林16,171098,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20新疆15,171087,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20重庆07,171083,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20安徽10,171038,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20云南15,171032,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖南22,171024,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖南25,171027,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20宁夏06,171073,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20山东23,171064,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北23,171061,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北21,171059,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20深圳26,171050,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20河北15,171042,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20安徽11,171039,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20兵团06,171517,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东64,171163,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东62,171161,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西24,171383,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20吉林28,171342,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北27,171276,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东40,171139,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东38,171137,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20吉林17,171099,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20吉林13,171095,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20内蒙09,171117,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20青岛11,171170,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20安徽08,171036,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖南20,171022,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20河南14,171000,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20甘肃18,171455,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20浙江22,171422,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20浙江17,171417,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北59,171504,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20陕西27,171386,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北48,171477,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20海南15,171303,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东51,171150,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北28,171277,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州19,171240,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20贵州15,171078,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东43,171142,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20辽宁10,171062,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20湖北20,171058,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,20广东48,171147,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,园城黄金,600766,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,*ST中华B,200017,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,荣丰控股,000668,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,中国石化,600028,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,新文化,300336,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,张家港行,002839,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,江河集团,601886,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,永清环保,300187,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,万讯自控,300112,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,飞龙股份,002536,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,石化油服,600871,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,南京公用,000421,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,东旭光电,000413,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,锦港B股,900952,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,韩建河山,603616,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,上工B股,900924,SH,-,-,-,-,-,-,SH,-,-,-,-,-
,成飞集成,002190,SZ,-,-,-,-,-,-,SZ,-,-,-,-,-
,宏达股份,600331,SH,-,-,-,-,-,-,SH,-,-,-,-,-
